"machine-learning","python","neural-network","deep-learning","classification","keras","r","scikit-learn","data-mining","tensorflow","nlp","time-series","dataset","clustering","regression","predictive-modeling","statistics","pandas","lstm","text-mining","cnn","feature-selection","convnet","bigdata","visualization","random-forest","data","data-cleaning","decision-trees","rnn","linear-regression","image-classification","logistic-regression","svm","algorithms","reinforcement-learning","recommender-system","xgboost","cross-validation","computer-vision","training","feature-extraction","feature-engineering","k-means","multiclass-classification","optimization","unsupervised-learning","apache-spark","word2vec","gradient-descent","supervised-learning","preprocessing","prediction","categorical-data","machine-learning-model","word-embeddings","backpropagation","correlation","similarity","loss-function","probability","orange","image-recognition","anomaly-detection","pca","multilabel-classification","convolution","dimensionality-reduction","accuracy","autoencoder","unbalanced-classes","data-science-model","apache-hadoop","beginner","graphs","evaluation","numpy","normalization","naive-bayes-classifier","feature-scaling","model-selection","overfitting","matlab","pytorch","sentiment-analysis","performance","dataframe","ensemble-modeling","sampling","outlier","natural-language-process","nltk","information-retrieval","recurrent-neural-net","gan","forecast","social-network-analysis","missing-data","text","regularization","pyspark","q-learning","topic-model","distance","class-imbalance","plotting","hyperparameter","lda","gpu","databases","forecasting","object-detection","named-entity-recognition","jupyter","bayesian","encoding","distribution","reference-request","confusion-matrix","career","ranking","labels","data-analysis","tools","hyperparameter-tuning","java","terminology","sql","gensim","k-nn","generative-models","data-imputation","audio-recognition","activation-function","binary","sequence","markov-process","theano","weka","association-rules","dqn","object-recognition","gaussian","csv","feature-construction","cost-function","perceptron","transfer-learning","online-learning","metric","kaggle","gbm","matplotlib","dropout","embeddings","scala","rbm","stanford-nlp","distributed","search","parameter-estimation","bayesian-networks","mnist","rstudio","inception","matrix-factorisation","kernel","ipython","tsne","variance","tfidf","sequence-to-sequence","programming","descriptive-statistics","classifier","education","language-model","clusters","weighted-data","scraping","excel","semi-supervised-learning","geospatial","sequential-pattern-mining","self-study","cosine-distance","software-recommendation","data-augmentation","efficiency","parallel","azure-ml","dbscan","seaborn","scalability","map-reduce","research","finance","machine-translation","ab-test","boosting","aws","ocr","definitions","error-handling","genetic-algorithms","data-wrangling","linear-algebra","math","mlp","scoring","theory","mini-batch-gradient-descent","grid-search","parsing","parameter","data-formats","books","similar-documents","smote","bias","policy-gradients","opencv","ggplot2","churn","graphical-model","information-theory","nosql","google","javascript","experiments","marketing","tableau","anaconda","fuzzy-logic","caffe","yolo","deep-network","survival-analysis","methodology","text-generation","batch-normalization","knowledge-base","apache-mahout","aggregation","hierarchical-data-format","market-basket-analysis","ai","open-source","simulation","multitask-learning","learning","json","regex","scipy","estimators","noise","markov-hidden-model","glm","sas","bioinformatics","expectation-maximization","numerical","image-preprocessing","processing","software-development","convergence","interpolation","ensemble","speech-to-text","faster-rcnn","ensemble-learning","gridsearchcv","libsvm","octave","data-stream-mining","mongodb","library","mutual-information","search-engine","vector-space-models","learning-rate","ngrams","tflearn","matrix","neo4j","hive","methods","amazon-ml","score","data.table","monte-carlo","representation","automatic-summarization","predictor-importance","dplyr","epochs","attention-mechanism","metadata","crawling","markov","randomized-algorithms","vc-theory","nvidia","twitter","openai-gym","actor-critic","reshape","vgg16","weight-initialization","probabilistic-programming","apache-pig","c","torch","tokenization","game","pac-learning","cloud-computing","homework","learning-to-rank","annotation","generalization","objective-function","stacked-lstm","indexing","notation","discriminant-analysis","julia","google-prediction-api","manifold","data-leakage","cloud","hardware","colab",".net","usecase","anonymization","state-of-the-art","domain-adaptation","lda-classifier","alex-net","historgram","neural-style-transfer","svr","pipelines","consumerweb","infographics","version-control","featurization","data-product","stata","pgm","jaccard-coefficient","powerbi","etl","management","active-learning","linux","meta-learning","tranformation","keras-rl","anomaly","bayes-error","project-planning","normal-equation","relational-dbms","data-indexing-techniques","genetic","energy","sports","history","redshift","privacy","dirichlet","word","counts","ndcg","fastai","collinearity","orange3","freebase","hog","lsi","apache-kafka","pybrain","competitions","spss","text-filter","rattle","ibm-watson","automation","cs231n","sensors","mcmc","feature-reduction","ml","implementation","chatbot","difference","hbase","reductions","noisification","community","glorot-initialization","self-driving","momentum","nlg","heatmap","spatial-transformer","evolutionary-algorithms","activity-recognition","features","genetic-programming","rbf","neural","code","sound","image-size","imbalanced-learn","image","sagemaker","transformer","hinge-loss","gfnn","pad","lsmt","orange3-imageanalytics","finite-state-machine","lasagne","auto-preprocessing","wearable","humor","domain","acoustic","orange3-network","histogram","smotenc","deepmind","wolfram-language","microsoft-bot-framework","dialog-flow","finite-precision","h2o","dynamic-programming","ridge-regression","discounted-reward","average-reward","3d-reconstruction","gmm","bert"
72,28,42,32,30,15,20,12,8,14,10,12,8,11,12,11,3,10,0,6,1,5,8,5,8,3,5,1,1,5,3,3,3,5,1,0,2,9,3,0,3,1,2,3,5,2,3,2,4,1,3,3,9,6,0,1,4,2,1,3,3,2,1,2,5,1,1,4,3,1,3,0,2,0,1,2,0,3,1,0,4,3,3,0,1,1,0,1,2,3,0,0,0,0,1,1,0,0,1,1,1,0,2,2,0,2,2,1,3,0,0,0,0,0,0,0,0,0,1,0,3,0,0,2,0,1,2,2,1,0,0,1,0,0,0,1,1,0,1,0,0,2,0,0,1,2,1,0,0,0,1,0,0,0,1,1,1,0,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94,41,39,27,28,12,14,14,19,19,17,13,12,8,9,8,9,8,0,7,2,10,6,3,6,5,7,8,6,6,3,8,7,3,5,0,3,6,4,3,5,5,3,1,7,0,3,6,6,3,3,6,3,3,0,2,2,7,1,1,6,5,6,4,1,1,4,0,3,1,2,0,0,2,2,3,0,2,4,1,2,1,3,1,2,0,2,4,0,0,0,3,1,0,0,3,0,1,0,1,3,0,2,1,3,1,3,4,2,2,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,3,0,1,4,0,0,1,1,0,3,2,0,0,1,0,0,1,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,3,0,0,1,0,0,0,0,1,2,3,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,2,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77,57,33,32,25,13,18,15,15,8,12,16,7,11,10,12,9,8,3,7,0,4,6,5,3,6,6,4,6,7,4,3,10,8,4,4,3,6,3,3,4,8,4,2,3,1,2,3,4,3,2,2,3,2,0,0,2,1,1,0,2,2,4,4,1,2,4,0,3,3,1,0,1,2,1,2,0,1,3,2,1,4,4,1,2,2,5,1,1,3,0,0,0,0,1,2,0,1,2,2,0,2,0,1,1,0,1,0,1,3,0,0,0,0,0,0,1,2,1,1,2,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,2,2,0,1,0,0,1,1,0,1,1,1,0,0,1,1,0,1,0,0,0,0,3,0,0,0,0,2,0,0,4,1,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,2,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95,43,43,49,26,11,30,15,19,23,11,15,17,10,15,13,6,7,5,11,1,7,10,4,8,17,5,6,4,5,5,2,7,14,5,9,2,8,4,4,4,5,6,2,4,6,8,6,3,5,3,3,5,7,0,3,4,0,4,0,2,3,4,1,3,4,9,0,1,1,0,0,2,1,1,2,0,1,1,1,3,3,0,1,2,0,2,0,2,2,0,1,2,0,4,0,1,2,1,0,5,4,6,4,2,2,2,6,2,1,3,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,2,0,2,0,1,0,0,0,1,0,0,1,1,0,0,1,0,2,0,2,2,0,0,0,0,1,0,1,0,1,0,1,1,1,0,0,2,1,1,1,0,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,1,0,0,1,1,0,0,1,3,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0,1,3,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,27,27,23,16,12,11,13,12,10,12,9,11,14,3,9,5,6,5,14,0,8,8,1,7,3,2,6,6,2,2,5,0,6,2,3,5,4,4,3,9,6,5,5,1,3,2,1,2,4,0,2,1,1,0,1,2,0,3,3,0,5,1,2,1,1,5,0,0,1,3,0,0,2,0,2,0,2,0,3,3,1,1,0,1,2,0,0,0,1,0,3,3,0,2,1,2,0,1,0,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,2,3,2,0,0,0,0,0,1,0,0,2,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,0,0,1,0,2,0,0,1,1,0,0,1,0,2,1,0,1,1,2,2,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,2,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84,39,37,37,23,10,18,18,13,13,11,7,8,12,12,5,6,9,2,8,3,9,8,4,9,7,7,6,8,4,7,3,2,8,4,3,1,5,1,3,2,5,8,3,5,5,4,0,2,6,5,10,2,3,0,2,1,2,1,1,1,0,4,1,1,2,2,5,1,2,2,0,0,0,3,2,0,4,1,3,5,1,1,2,2,0,2,2,1,1,0,1,0,0,2,2,2,5,3,3,1,0,2,1,0,2,1,2,1,0,1,0,0,0,1,0,0,1,1,0,1,2,0,0,0,1,0,0,1,0,2,1,1,1,1,1,1,1,1,0,0,1,2,1,1,0,3,0,1,0,2,0,0,1,0,0,0,1,0,2,1,0,0,3,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,2,0,0,1,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
122,50,56,52,33,19,24,23,24,15,26,17,14,15,24,9,13,9,11,10,8,10,12,9,3,5,12,5,6,9,7,5,12,7,9,8,9,5,7,4,3,5,3,5,4,4,3,2,3,6,0,2,3,0,0,5,7,4,7,8,3,2,4,3,4,2,5,2,0,3,2,0,1,0,0,6,2,1,1,3,1,1,1,6,3,0,1,3,3,3,0,3,4,0,3,4,2,2,2,1,0,3,3,5,6,2,1,2,0,1,1,0,1,0,3,1,2,1,0,1,2,1,0,1,0,1,1,0,2,0,0,2,0,3,0,0,1,0,1,1,3,2,1,3,0,2,1,0,1,0,0,2,1,1,0,1,0,1,0,0,2,0,1,0,1,0,0,1,0,0,2,0,0,1,3,0,0,2,1,1,1,1,0,0,0,2,1,1,0,0,0,0,0,0,0,0,1,0,2,0,0,1,1,1,1,1,0,0,0,0,1,2,0,0,0,0,0,6,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125,47,67,66,33,32,16,21,11,13,22,9,10,15,16,5,6,12,16,11,14,8,6,6,3,10,5,6,6,5,4,4,2,9,5,12,2,10,3,3,4,5,5,1,3,2,3,2,8,5,5,4,8,2,0,6,7,1,4,5,5,2,1,2,2,1,3,3,2,4,0,0,2,2,3,7,1,1,3,1,4,1,3,0,2,1,1,1,1,1,0,3,0,0,1,1,2,2,3,2,0,2,0,1,1,1,1,1,1,0,2,0,2,3,0,0,0,2,1,0,0,0,0,1,1,0,1,0,3,0,1,1,1,4,1,2,1,0,0,0,0,1,2,0,3,2,1,1,0,0,1,1,0,2,0,0,0,0,0,0,0,3,3,0,3,2,1,1,1,2,2,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,2,2,0,1,0,1,0,2,0,0,0,1,0,0,0,1,1,0,0,0,1,3,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,1,0,0,0,2,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,3,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
172,85,83,76,35,35,14,43,19,30,28,14,15,13,8,14,11,18,14,15,16,8,12,5,4,6,4,3,12,13,6,14,12,5,8,16,6,10,12,8,6,6,7,5,5,4,4,5,12,5,4,7,5,8,0,13,2,4,1,3,9,2,3,2,5,3,11,0,2,8,4,0,6,3,4,1,5,0,5,2,2,3,0,1,5,2,3,3,0,2,3,1,3,4,2,0,2,0,2,0,1,8,1,0,3,8,3,0,0,1,0,2,1,1,1,4,1,2,0,1,1,1,0,0,3,2,1,1,2,0,2,1,0,2,3,3,0,0,0,1,0,3,0,1,2,3,0,1,3,0,1,0,2,0,1,2,1,2,0,0,1,2,2,0,2,2,1,0,2,1,2,4,0,2,1,0,0,0,1,0,1,1,0,0,1,2,1,0,0,1,0,0,1,0,1,1,1,0,1,0,1,0,0,0,1,0,1,2,0,1,0,0,1,0,1,2,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,1,2,0,0,0,1,1,0,0,0,2,0,0,1,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,3,0,0,0,0,1,0,0,3,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
154,90,67,76,36,38,12,30,14,17,14,19,18,20,12,14,7,16,14,10,20,8,12,7,5,10,6,8,8,12,7,6,1,2,8,5,5,6,5,13,8,5,7,4,6,1,9,7,4,10,6,5,9,5,4,3,6,3,4,6,2,6,0,4,5,7,6,6,3,5,5,1,1,3,1,3,5,0,3,3,3,4,1,1,1,3,4,4,1,1,3,1,0,2,5,0,1,2,2,2,1,1,3,3,3,3,3,2,1,0,2,1,0,3,2,1,2,1,4,0,0,1,0,0,2,2,0,1,1,2,3,2,3,1,3,1,0,0,1,0,0,0,0,1,1,1,4,2,2,0,0,1,1,0,0,2,0,0,0,0,1,0,1,0,2,0,4,1,0,1,0,0,1,1,1,0,1,1,0,0,1,1,0,2,1,0,0,0,0,0,2,0,0,0,0,0,2,1,0,0,0,0,1,0,0,1,2,1,1,1,1,3,3,0,0,0,0,2,1,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,2,2,0,2,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
163,74,102,80,51,49,22,38,19,18,32,30,20,25,20,22,13,15,21,15,24,16,18,5,9,8,4,9,12,18,7,8,12,10,6,5,7,7,9,9,9,9,8,6,8,3,4,0,9,6,5,7,9,6,6,5,10,6,4,7,10,4,6,7,8,3,3,3,6,6,4,5,2,0,1,2,2,4,3,3,2,1,0,1,2,3,5,2,1,5,7,4,3,1,6,1,0,1,2,1,1,1,1,3,1,5,1,4,1,0,2,1,3,3,4,3,6,0,3,0,1,1,0,1,0,0,2,1,0,4,1,0,1,2,1,0,1,0,2,0,0,0,1,0,3,0,3,3,1,3,0,0,1,5,2,0,3,5,0,1,1,1,5,3,1,2,1,0,0,1,1,1,0,2,1,0,2,1,1,1,0,0,0,0,1,1,1,1,0,1,1,4,1,0,1,1,0,1,0,0,0,0,1,1,0,1,3,1,2,1,2,0,1,0,1,0,0,1,0,1,0,0,1,0,0,2,0,0,1,1,1,1,0,1,1,0,0,0,0,0,2,0,0,0,0,1,0,0,0,4,0,2,0,0,2,0,1,0,0,1,0,2,0,0,0,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,2,0,2,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
195,101,66,79,35,41,18,34,33,41,27,20,20,27,24,16,14,25,17,18,26,14,10,7,13,14,9,16,8,11,16,10,8,10,6,13,6,9,11,8,6,8,7,6,3,10,12,4,7,8,6,9,12,3,9,7,6,6,1,3,4,4,3,4,3,6,7,1,5,3,4,3,1,1,0,4,5,5,5,4,3,6,1,4,2,1,5,7,4,4,4,4,2,1,5,2,1,2,2,8,3,8,3,1,3,8,1,4,2,0,2,4,2,2,2,2,1,1,0,0,1,0,2,0,3,0,2,1,1,3,2,4,3,2,3,6,4,0,6,2,2,1,3,1,0,3,1,2,1,2,0,2,8,4,1,0,3,2,1,0,0,1,2,3,0,0,6,2,2,2,3,1,1,1,1,0,1,1,1,1,1,3,2,0,0,0,1,1,1,1,0,2,6,1,0,1,0,0,0,1,0,0,1,0,2,1,1,1,1,0,1,2,1,0,0,1,1,1,1,3,0,0,0,0,0,0,1,1,1,0,0,1,1,1,1,1,0,0,3,0,2,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,2,0,0,0,1,0,0,1,1,0,0,2,0,2,3,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,1,2,0,0,2,2,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
186,113,94,94,61,56,23,40,19,44,31,27,24,23,29,13,8,19,28,18,29,14,11,7,7,8,14,18,21,16,10,17,7,8,10,11,7,5,10,12,7,6,8,11,11,12,7,3,6,5,10,9,7,4,13,5,8,8,4,7,3,8,9,9,5,2,5,3,7,7,4,2,3,2,2,3,9,9,9,7,4,6,3,4,7,0,4,0,1,5,5,3,2,7,7,3,2,0,7,3,1,3,1,5,3,2,5,0,2,0,5,2,3,6,4,2,2,2,4,0,1,0,6,1,4,1,1,1,1,8,6,0,2,0,0,3,1,1,1,4,1,0,4,0,5,1,2,6,1,2,0,2,2,1,0,0,0,0,0,1,0,0,2,2,1,1,6,0,0,3,1,1,1,0,2,0,0,1,2,0,1,1,1,3,0,1,2,1,0,1,2,1,4,0,0,0,1,0,0,0,2,1,0,0,0,1,2,4,2,0,1,0,2,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,2,1,0,1,0,1,0,0,0,0,0,0,1,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,2,1,1,2,1,3,0,0,0,0,0,0,1,1,0,1,3,0,0,0,0,0,0,2,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,2,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
